,#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE,lowglucoseflux,highglucoseflux
3329,,r_3887,"phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-cell envelope","phosphatidylethanolamine (1-18:0, 2-16:1)[erm] <=> phosphatidylethanolamine (1-18:0, 2-16:1)[ce]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3330,,r_3888,"phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-cell envelope","phosphatidylethanolamine (1-18:1, 2-16:1)[erm] <=> phosphatidylethanolamine (1-18:1, 2-16:1)[ce]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3331,,r_3889,"phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-cell envelope","phosphatidylethanolamine (1-16:0, 2-18:1)[erm] <=> phosphatidylethanolamine (1-16:0, 2-18:1)[ce]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3332,,r_3890,"phosphatidylethanolamine (1-16:1, 2-18:1) transport, ER membrane-cell envelope","phosphatidylethanolamine (1-16:1, 2-18:1)[erm] <=> phosphatidylethanolamine (1-16:1, 2-18:1)[ce]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3333,,r_3891,"phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-cell envelope","phosphatidylethanolamine (1-18:0, 2-18:1)[erm] <=> phosphatidylethanolamine (1-18:0, 2-18:1)[ce]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3334,,r_3892,"phosphatidylethanolamine (1-18:1, 2-18:1) transport, ER membrane-cell envelope","phosphatidylethanolamine (1-18:1, 2-18:1)[erm] <=> phosphatidylethanolamine (1-18:1, 2-18:1)[ce]",,YAL026C,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3335,,r_3893,"phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-cell envelope","phosphatidyl-L-serine (1-16:0, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-16:1)[ce]",,YIL048W,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3336,,r_3894,"phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-cell envelope","phosphatidyl-L-serine (1-16:1, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-16:1, 2-16:1)[ce]",,YIL048W,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3337,,r_3895,"phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-cell envelope","phosphatidyl-L-serine (1-18:0, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-16:1)[ce]",,YIL048W,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3338,,r_3896,"phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-cell envelope","phosphatidyl-L-serine (1-18:1, 2-16:1)[erm] <=> phosphatidyl-L-serine (1-18:1, 2-16:1)[ce]",,YIL048W,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3339,,r_3897,"phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-cell envelope","phosphatidyl-L-serine (1-16:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:0, 2-18:1)[ce]",,YIL048W,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3340,,r_3898,"phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-cell envelope","phosphatidyl-L-serine (1-16:1, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-16:1, 2-18:1)[ce]",,YIL048W,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3341,,r_3899,"phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-cell envelope","phosphatidyl-L-serine (1-18:0, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:0, 2-18:1)[ce]",,YIL048W,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3342,,r_3900,"phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-cell envelope","phosphatidyl-L-serine (1-18:1, 2-18:1)[erm] <=> phosphatidyl-L-serine (1-18:1, 2-18:1)[ce]",,YIL048W,,,,,sbo/SBO:0000655,,,,,2.0,0.0,0.0
3343,,r_3901,"lignoceric acid transport, cell envelope-ER membrane",lignoceric acid[ce] <=> lignoceric acid[erm],,,,,,,metanetx.reaction/MNXR128298;sbo/SBO:0000655,,,,,0.0,-1000.0,-1000.0
3344,,r_3902,"cerotic acid transport, cell envelope-ER membrane",cerotic acid[ce] <=> cerotic acid[erm],,,,,,,metanetx.reaction/MNXR136128;sbo/SBO:0000655,,,,,0.0,1000.0,1000.0
3345,,r_3903,"phosphatidate (1-16:0, 2-16:1) transport, cell envelope-ER membrane","phosphatidate (1-16:0, 2-16:1)[ce] <=> phosphatidate (1-16:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3346,,r_3904,"phosphatidate (1-16:1, 2-16:1) transport, cell envelope-ER membrane","phosphatidate (1-16:1, 2-16:1)[ce] <=> phosphatidate (1-16:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3347,,r_3905,"phosphatidate (1-18:0, 2-16:1) transport, cell envelope-ER membrane","phosphatidate (1-18:0, 2-16:1)[ce] <=> phosphatidate (1-18:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3348,,r_3906,"phosphatidate (1-18:1, 2-16:1) transport, cell envelope-ER membrane","phosphatidate (1-18:1, 2-16:1)[ce] <=> phosphatidate (1-18:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3349,,r_3907,"phosphatidate (1-16:0, 2-18:1) transport, cell envelope-ER membrane","phosphatidate (1-16:0, 2-18:1)[ce] <=> phosphatidate (1-16:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3350,,r_3908,"phosphatidate (1-16:1, 2-18:1) transport, cell envelope-ER membrane","phosphatidate (1-16:1, 2-18:1)[ce] <=> phosphatidate (1-16:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3351,,r_3909,"phosphatidate (1-18:0, 2-18:1) transport, cell envelope-ER membrane","phosphatidate (1-18:0, 2-18:1)[ce] <=> phosphatidate (1-18:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3352,,r_3910,"phosphatidate (1-18:1, 2-18:1) transport, cell envelope-ER membrane","phosphatidate (1-18:1, 2-18:1)[ce] <=> phosphatidate (1-18:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3353,,r_3911,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3354,,r_3912,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3355,,r_3913,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3356,,r_3914,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3357,,r_3915,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3358,,r_3916,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3359,,r_3917,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3360,,r_3918,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3361,,r_3919,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3362,,r_3920,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3363,,r_3921,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3364,,r_3922,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3365,,r_3923,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3366,,r_3924,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3367,,r_3925,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3368,,r_3926,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, cell envelope-ER membrane","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[ce] <=> 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[erm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3369,,r_3927,"zymosteryl palmitoleate transport, ER membrane-cell envelope",zymosteryl palmitoleate[erm] <=> zymosteryl palmitoleate[ce],,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3370,,r_3928,"zymosteryl oleate transport, ER membrane-cell envelope",zymosteryl oleate[erm] <=> zymosteryl oleate[ce],,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3371,,r_3929,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[n]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3372,,r_3930,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[n]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3373,,r_3931,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[n]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3374,,r_3932,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[n]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3375,,r_3933,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[n]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3376,,r_3934,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[n]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3377,,r_3935,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[n]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3378,,r_3936,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, ER membrane-nucleus","1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[erm] <=> 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[n]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3379,,r_3937,"lignoceric acid transport, ER membrane-ER",lignoceric acid[erm] <=> lignoceric acid[er],,,,,,,metanetx.reaction/MNXR128298;sbo/SBO:0000655,,,,,0.0,0.0,0.0
3380,,r_3938,"cerotic acid transport, ER membrane-ER",cerotic acid[erm] <=> cerotic acid[er],,,,,,,metanetx.reaction/MNXR136128;sbo/SBO:0000655,,,,,0.0,0.0,0.0
3381,,r_3939,"ergosterol transport, ER-ER membrane",ergosterol[er] <=> ergosterol[erm],,,,,,,metanetx.reaction/MNXR97950;sbo/SBO:0000655,,,,,0.0,-999.9934300000001,-999.9857699999999
3382,,r_3940,"phosphate transport, ER-ER membrane",phosphate[er] => phosphate[erm],,,,,,,metanetx.reaction/MNXR102871;sbo/SBO:0000655,,,,,0.0,0.0,0.0
3383,,r_3941,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3384,,r_3942,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) transport, vacuolar membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3385,,r_3943,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) transport, vacuolar membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3386,,r_3944,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) transport, vacuolar membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3387,,r_3945,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3388,,r_3946,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) transport, vacuolar membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3389,,r_3947,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3390,,r_3948,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) transport, vacuolar membrane-Golgi membrane","1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)[gm]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3391,,r_3949,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) transport, vacuolar membrane-cell envelope","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3392,,r_3950,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) transport, vacuolar membrane-cell envelope","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3393,,r_3951,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cell envelope","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3394,,r_3952,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cell envelope","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3395,,r_3953,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cell envelope","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3396,,r_3954,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) transport, vacuolar membrane-cell envelope","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3397,,r_3955,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cell envelope","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3398,,r_3956,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cell envelope","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[vm] <=> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[ce]",,,,,,,sbo/SBO:0000655,,,,,0.0,0.0,0.0
3399,,r_3957,"H+ transport, mitochondrion-mitochondrial membrane",H+[m] <=> H+[mm],,,,,,,metanetx.reaction/MNXR100765;sbo/SBO:0000655,,,,,0.0,0.0079363163,0.017176215
3400,,r_3958,"glycerol 3-phosphate transport, mitochondrion-mitochondrial membrane",glycerol 3-phosphate[m] <=> glycerol 3-phosphate[mm],,,,,,,metanetx.reaction/MNXR100308;sbo/SBO:0000655,,,,,0.0,0.0,0.0
3401,,r_3959,"CMP transport, mitochondrion-mitochondrial membrane",CMP[m] <=> CMP[mm],,YBR192W,,,,,metanetx.reaction/MNXR96806;sbo/SBO:0000655,,,,,2.0,0.0,0.0
3402,,r_3960,"CTP transport, mitochondrion-mitochondrial membrane",CTP[m] <=> CTP[mm],,YBR192W,,,,,metanetx.reaction/MNXR96946;sbo/SBO:0000655,,,,,2.0,0.0,0.0
3403,,r_3961,"phosphate transport, mitochondrion-mitochondrial membrane",phosphate[m] <=> phosphate[mm],,YER053C or YJR077C or YLR348C,,,,,metanetx.reaction/MNXR102871;sbo/SBO:0000655,,,,,2.0,0.0,0.0
3404,,r_3962,"diphosphate transport, mitochondrion-mitochondrial membrane",diphosphate[m] <=> diphosphate[mm],,,,,,,metanetx.reaction/MNXR103112;sbo/SBO:0000655,,,,,0.0,0.0,0.0
3405,,r_3973,"ergosterol ester transport, ER membrane-cytoplasm",ergosterol ester backbone[erm] <=> ergosterol ester backbone[c],,,,,,,sbo/SBO:0000655,,,,,1.0,0.0012133705,0.0026260437
3406,,r_3987,"phosphatidyl-L-serine transport, ER membrane-cytoplasm",phosphatidyl-L-serine backbone[erm] <=> phosphatidyl-L-serine backbone[c],,,,,,,metanetx.reaction/MNXR103315;sbo/SBO:0000655,,,,,1.0,0.0010609371000000001,0.0022961388
3407,,r_3996,"phosphatidylcholine transport, ER membrane-cytoplasm",phosphatidylcholine backbone[erm] <=> phosphatidylcholine backbone[c],,,,,,,metanetx.reaction/MNXR102406;sbo/SBO:0000655,,,,,1.0,0.0045967165,0.0099484684
3408,,r_4005,"phosphatidylethanolamine transport, ER membrane-cytoplasm",phosphatidylethanolamine backbone[erm] <=> phosphatidylethanolamine backbone[c],,,,,,,metanetx.reaction/MNXR102505;sbo/SBO:0000655,,,,,1.0,0.0012353887,0.0026736967
3409,,r_4038,"triglyceride transport, ER membrane-cytoplasm",triglyceride backbone[erm] <=> triglyceride backbone[c],,,,,,,metanetx.reaction/MNXR104713;sbo/SBO:0000655,,,,,1.0,0.0012225164999999998,0.0026458379999999997
3410,,r_4040,heme a transport,heme a[m] <=> heme a[c],,,,,,,sbo/SBO:0000655,,,,,0.0,1.7828472e-07,3.8585381e-07
3411,,r_4043,raffinose exchange,raffinose[e] => ,,,,,,,sbo/SBO:0000627,,,,,,0.0,0.0
3412,,r_4044,melibiose exchange,melibiose[e] => ,,,,,,,sbo/SBO:0000627,,,,,,0.0,0.0
3413,,r_4041,biomass pseudoreaction,55.3 ATP[c] + 55.3 H2O[c] + lipid[c] + protein[c] + carbohydrate[c] + RNA[c] + DNA[c] + cofactor[c] + ion[c] => 55.3 ADP[c] + biomass[c] + 55.3 H+[c] + 55.3 phosphate[c],,,,,,,sbo/SBO:0000629,,,,,1.0,0.17828477,0.38585378
3414,,r_4046,non-growth associated maintenance reaction,ATP[c] + H2O[c] => ADP[c] + H+[c] + phosphate[c],,,0.7,0.7,,,sbo/SBO:0000630,,,,,0.0,0.7,0.7
