"","Chr","Start","End","Strand","Length","wt00_sorted.bam","wt02_sorted.bam","wt05_sorted.bam","wt10_sorted.bam","wt15_sorted.bam","wt20_sorted.bam","wt30_sorted.bam","wt45_sorted.bam"
"YKL085W","XI","279123","280127","+",1005,5086,4712,2434,923,533,442,512,1075
"YKL084W","XI","280509","280859","+",351,100,110,105,58,47,81,117,125
"YKL083W","XI","280921","281535","+",615,2,9,8,18,21,16,22,11
"YKL082C","XI","281025","282329","-",1305,152,230,1287,2082,1797,2106,2299,1547
"YKL081W","XI;XI","282891;283422","283095;284455","+;+",1239,247,266,955,2135,2353,3369,6293,6787
"snR38","XI","283185","283279","+",95,3,4,5,2,5,4,14,10
"YKL080W","XI","285030","286208","+",1179,1086,1083,1245,1371,1307,1600,2255,2314
"YKL079W","XI","286603","288573","+",1971,689,650,711,704,525,433,451,432
"YKL078W","XI","288845","291052","+",2208,8,5,72,172,247,430,420,147
"YKL077W","XI","291453","292631","+",1179,1114,1225,1247,1455,1290,1329,1532,1534
"YKL076C","XI","292838","293221","-",384,29,41,33,33,21,26,19,28
"YKL075C","XI","292956","294308","-",1353,401,400,361,278,206,240,283,266
"YKL074C","XI","294610","296193","-",1584,136,135,285,417,368,377,395,300
"YKL073W","XI","296430","299075","+",2646,307,300,405,634,700,923,1352,1214
"YKL072W","XI","299582","301882","+",2301,289,287,402,367,310,364,437,327
"YKL071W","XI","305114","305884","+",771,22,15,15,25,13,9,9,9
"YKL070W","XI","306211","306720","+",510,4,1,4,1,0,1,0,3
"YKL069W","XI","307285","307827","+",543,127,143,174,199,193,210,241,231
"YKL068W-A","XI","309206","309442","+",237,11,44,1042,1226,303,75,141,142
"YKL068W","XI","310199","313078","+",2880,434,402,1403,896,712,852,1054,882
"YKL067W","XI","314812","315273","+",462,1938,1932,1354,869,682,583,640,793
"YKL066W","XI","315281","315724","+",444,562,616,399,293,181,178,190,273
"YKL065W-A","XI","315954","316175","+",222,180,180,102,55,24,16,9,4
"YKL065C","XI","316437","317057","-",621,4507,4531,3591,2052,1181,833,639,817
"YKL064W","XI","317764","320673","+",2910,2108,1849,1749,935,530,533,684,741
"YKL063C","XI","321015","321518","-",504,366,414,448,371,350,342,372,361
"YKL062W","XI","323228","325120","+",1893,485,483,488,181,154,205,333,629
"YKL061W","XI","325771","326112","+",342,288,326,280,183,108,86,89,70
"YKL060C","XI","326408","327487","-",1080,17285,16755,20066,26718,32734,44092,65555,76316
"YKL059C","XI","328118","329443","-",1326,384,398,290,261,243,222,256,218
"YKL058W","XI","330166","330534","+",369,338,281,222,230,222,203,240,238
"YKL057C","XI","330856","333969","-",3114,720,703,828,993,973,1103,1200,1087
"YKL056C","XI","334412","334915","-",504,386,422,970,2176,2845,4267,7378,9434
"YKL055C","XI","335321","336157","-",837,17,17,39,29,14,18,30,22
"YKL054C","XI","336537","338753","-",2217,3327,2684,2112,2056,1942,2104,2902,2482
"YKL053C-A","XI","339182","339442","-",261,749,736,546,421,261,194,119,150
"YKL053W","XI","339572","339946","+",375,4,3,12,5,3,5,1,0
"YKL052C","XI","339668","340546","-",879,127,101,312,305,193,211,237,212
"YKL051W","XI","341312","342373","+",1062,105,85,197,162,45,30,22,67
"YKL050C","XI","342852","345620","-",2769,259,194,206,116,87,108,180,138
"YKL049C","XI","346075","346764","-",690,193,177,161,252,259,267,233,208
"YKL048C","XI","347214","349136","-",1923,130,137,357,304,258,289,281,246
"YKL047W","XI","349463","351013","+",1551,268,263,298,417,407,347,420,333
"YKL046C","XI","351275","352624","-",1350,800,817,914,928,814,885,1018,933
"YKL045W","XI","353493","355079","+",1587,231,260,238,415,663,675,787,542
"YKL044W","XI","356322","356642","+",321,63,80,181,75,33,39,63,66
"YKL043W","XI","356748","357848","+",1101,801,733,1498,519,231,255,424,423
"YKL042W","XI","358475","359566","+",1092,243,203,164,256,277,348,408,369
"YKL041W","XI","360143","360817","+",675,676,737,695,572,505,400,395,378
"YKL040C","XI","361058","361828","-",771,719,772,853,820,705,603,584,358
"YKL039W","XI","362622","364193","+",1572,1416,1146,1014,1012,695,550,686,835
"YKL038W","XI","365605","369117","+",3513,1099,851,707,392,263,275,370,423
"YKL037W","XI","369365","369721","+",357,5,7,3,4,1,1,0,2
"YKL036C","XI","369528","369920","-",393,3,1,3,1,3,1,0,2
"YKL035W","XI","369891","371390","+",1500,5338,4330,3303,1997,1301,1296,1918,2821
"YKL034W","XI","371829","374105","+",2277,1088,1051,805,289,228,181,222,285
"YKL033W-A","XI","374505","375215","+",711,771,763,627,649,546,544,821,891
"YKL033W","XI","375456","378572","+",3117,171,162,274,445,380,426,447,348
"YKL032C","XI","380065","381858","-",1794,1740,1537,838,438,404,435,489,484
"YKL031W","XI","382072","382485","+",414,6,3,4,4,0,3,4,5
"YKL030W","XI","382498","383103","+",606,0,0,2,3,1,3,2,1
"YKL029C","XI","382716","384725","-",2010,126,153,1023,4286,5711,6268,3842,1058
"YKL028W","XI","385758","387206","+",1449,652,620,972,1213,979,908,856,785
"YKL027W","XI","387562","388905","+",1344,182,186,450,773,713,710,716,538
"YKL026C","XI","389380","389883","-",504,1357,1273,805,296,111,50,23,25
"YKL025C","XI","390240","392279","-",2040,637,620,677,576,481,464,550,481
"YKL024C","XI","392526","393140","-",615,169,200,316,264,285,376,504,466
"YKL023C-A","XI","393146","393373","-",228,33,27,62,90,92,94,155,113
"YKL023W","XI","393721","394554","+",834,736,699,702,377,281,234,297,258
"YKL022C","XI","394726","397248","-",2523,395,392,501,469,388,398,428,307
"YKL021C","XI","397344","398750","-",1407,136,120,277,667,731,917,1100,585
"YKL020C","XI","398832","402080","-",3249,1387,1168,983,700,499,536,668,601
"YKL019W","XI","402568","403518","+",951,533,494,468,377,252,274,341,293
"YKL018C-A","XI","403580","403879","-",300,192,175,219,204,135,131,142,137
"YKL018W","XI","404102","405091","+",990,233,198,265,290,205,216,241,198
"YKL017C","XI","405190","407241","-",2052,227,196,328,257,181,183,256,262
"YKL016C","XI","407465","407989","-",525,2740,2932,2529,1936,1180,804,611,940
"YKL015W","XI","408544","411483","+",2940,646,578,404,468,399,486,521,527
"YKL014C","XI","411619","416913","-",5295,42,38,337,1504,1434,1938,2412,1322
"YKL013C","XI","417508","418023","-",516,1107,1051,898,718,587,462,510,547
"YKL012W","XI","418310","420061","+",1752,725,765,886,668,436,443,551,487
"YKL011C","XI","420155","421216","-",1062,232,249,258,200,162,139,174,199
"YKL010C","XI","421424","425875","-",4452,1136,1062,1129,1435,1040,890,782,862
"YKL009W","XI","426242","426952","+",711,13,31,490,1036,978,1359,1545,784
"YKL008C","XI","427295","428551","-",1257,304,318,470,750,762,920,1291,1143
"YKL007W","XI","429302","430108","+",807,1312,1361,1328,1177,925,713,624,708
"YKL006C-A","XI;XI","430198;430597","430455;430632","-;-",294,138,125,164,250,228,180,211,194
"snR87","XI","431030","431138","-",109,3,0,2,1,3,2,3,2
"YKL006W","XI;XI","431906;432433","432034;432720","+;+",417,83,90,292,952,1345,2036,4229,5226
"YKL005C","XI","433093","434877","-",1785,754,664,633,452,349,317,456,410
"YKL004W","XI","435580","436785","+",1206,235,251,350,486,460,593,757,640
"YKL003C","XI","437097","437492","-",396,405,413,241,193,123,121,132,119
"YKL002W","XI;XI","437778;437906","437837;438544","+;+",699,1229,1186,930,611,418,362,394,412
"YKL001C","XI","438777","439385","-",609,77,70,595,5085,7182,4284,592,74
"YKR001C","XI","440608","442722","-",2115,2259,2078,2004,1746,1620,1764,2507,2437
"YKR002W","XI","443232","444938","+",1707,1030,941,712,593,509,457,459,426
"YKR003W","XI","445381","446727","+",1347,871,758,608,621,470,351,349,474
"YKR004C","XI;XI","446799;447811","447706;448036","-;-",1134,166,172,166,305,288,225,218,221
"YKR005C","XI;XI","448521;450021","449951;450167","-;-",1578,48,63,61,40,32,37,57,70
"YKR006C","XI","450423","451217","-",795,687,654,489,428,355,348,341,228
"YKR007W","XI","451434","451988","+",555,260,218,189,252,205,179,254,212
"YKR008W","XI","452201","454078","+",1878,660,623,632,762,676,731,788,773
"YKR009C","XI","454352","457054","-",2703,4529,4236,2387,440,75,42,51,43
"YKR010C","XI","458924","461239","-",2316,246,198,253,412,506,631,708,676
"YKR011C","XI","461635","462696","-",1062,962,985,734,609,454,263,133,249
"YKR012C","XI","463739","464116","-",378,31,20,17,13,5,5,4,5
"YKR013W","XI","463959","464948","+",990,45,53,280,1298,1380,1460,1840,1233
"YKR014C","XI","465367","466071","-",705,1652,1712,1772,1427,1052,803,754,725
"YKR015C","XI","466961","468667","-",1707,8,6,7,6,2,4,8,6
"YKR016W","XI","469717","471339","+",1623,2527,2427,1629,1128,674,571,601,867
"YKR017C","XI","471694","473349","-",1656,542,437,295,133,79,100,113,115
"YKR018C","XI","473723","475900","-",2178,3256,2891,2935,1502,1089,953,1043,916
"YKR019C","XI","476216","478063","-",1848,160,135,167,137,131,135,181,116
"YKR020W","XI","478338","478832","+",495,277,267,266,238,173,139,155,140
"YKR021W","XI","479234","481981","+",2748,781,711,773,663,498,430,383,333
"YKR022C","XI","482171","483139","-",969,270,286,408,456,340,334,285,295
"YKR023W","XI","483419","485011","+",1593,281,304,489,504,353,328,337,279
"YKR024C","XI","485144","487372","-",2229,10,11,292,513,475,747,660,260
"YKR025W","XI","487770","488618","+",849,90,96,376,396,427,549,620,378
"YKR026C","XI","488738","489655","-",918,58,78,311,554,528,539,634,473
"YKR027W","XI","491364","493661","+",2298,232,236,235,334,276,298,367,342
"YKR028W","XI","494257","497358","+",3102,957,886,1059,1801,1330,1175,1182,1118
"YKR029C","XI","497578","499833","-",2256,744,743,772,557,437,408,431,474
"YKR030W","XI","500282","501103","+",822,258,250,240,271,257,245,229,246
"YKR031C","XI","501344","506395","-",5052,1563,1356,971,674,600,604,639,777
"YKR034W","XI","506898","507707","+",810,2,6,10,27,10,1,3,4
"YKR035C","XI","507920","508561","-",642,4,3,5,1,2,5,3,6
"YKR035W-A","XI","507939","508553","+",615,870,791,579,593,479,398,331,318
"YKR036C","XI","508702","510633","-",1932,219,256,407,469,341,454,575,507
"YKR037C","XI","510910","511797","-",888,193,181,160,180,162,196,230,213
"YKR038C","XI","511999","513159","-",1161,343,336,374,464,369,392,576,440
"YKR039W","XI","515063","516871","+",1809,1209,1221,5170,7802,3762,1867,695,472
"YKR041W","XI","518198","518950","+",753,4,2,19,26,30,24,41,26
"YKR042W","XI","519527","520624","+",1098,1878,1987,3652,3267,2027,2376,3338,4353
"YKR043C","XI","520897","521712","-",816,58,60,287,667,680,969,1412,1073
"YKR044W","XI","522015","523346","+",1332,44,42,99,173,185,226,254,179
"YKR045C","XI","523418","523969","-",552,45,36,70,90,57,74,62,42
"YKR046C","XI","524223","525074","-",852,1067,1060,907,539,320,199,97,97
"YKR047W","XI","525257","525562","+",306,19,19,26,20,24,38,58,42
"YKR048C","XI","525387","526640","-",1254,2166,2177,2154,1689,1405,1396,1786,1299
"YKR049C","XI","526830","527231","-",402,1136,1107,919,485,271,142,93,72
"YKR050W","XI","527815","530484","+",2670,633,642,450,302,181,196,242,219
"YKR051W","XI","530946","532202","+",1257,312,291,319,257,177,169,206,254
"YKR052C","XI","532550","533464","-",915,551,446,192,126,84,70,132,222
"YKR053C","XI","534067","535281","-",1215,49,41,34,22,25,42,79,79
"YKR054C","XI","535647","547925","-",12279,630,700,526,577,581,884,1066,814
"YKR055W","XI","548216","549091","+",876,274,239,210,169,119,157,158,103
"YKR056W","XI","549448","551367","+",1920,44,52,411,626,606,947,837,406
"YKR057W","XI;XI","551657;552003","551680;552242","+;+",264,104,96,214,533,764,1191,2141,2872
"YKR058W","XI","552770","554620","+",1851,2169,1779,598,242,146,86,84,153
"YKR059W","XI","554987","556174","+",1188,639,627,1365,2456,2769,3840,6621,7661
"YKR060W","XI","556518","557342","+",825,38,37,200,303,296,418,460,217
"YKR061W","XI","557677","558954","+",1278,86,82,367,388,243,192,167,155
"snR42","XI","559016","559366","-",351,37,34,30,21,10,7,6,12
"YKR062W","XI","559666","560652","+",987,699,748,768,511,438,454,447,341
"YKR063C","XI","560789","562297","-",1509,53,57,227,423,380,402,384,275
"YKR064W","XI","562547","565138","+",2592,448,386,573,635,496,551,536,453
"YKR065C","XI","565299","565892","-",594,708,726,591,459,340,317,318,281
"YKR066C","XI","566113","567198","-",1086,2065,1942,1726,1100,700,582,484,517
"YKR067W","XI","567918","570149","+",2232,4245,3164,1283,579,314,239,244,342
"YKR068C","XI","570328","570909","-",582,357,390,383,505,479,390,389,378
"YKR069W","XI","571612","573393","+",1782,200,178,558,5743,3885,464,116,102
"YKR070W","XI","573574","574632","+",1059,450,431,419,338,298,260,363,386
"YKR071C","XI","574934","575980","-",1047,548,567,698,815,804,828,718,468
"YKR072C","XI","576435","578123","-",1689,746,584,623,833,682,619,691,564
"YKR073C","XI","578187","578507","-",321,7,3,9,5,5,6,11,10
"YKR074W","XI","579209","579676","+",468,538,530,520,415,288,286,381,390
"YKR075C","XI","579827","580750","-",924,472,348,103,29,24,21,32,24
"YKR076W","XI","582283","583395","+",1113,2101,2056,1654,831,338,225,120,118
"YKR077W","XI","583653","584744","+",1092,78,85,238,404,366,321,258,259
"YKR078W","XI","584952","586709","+",1758,436,414,396,334,240,219,199,218
"YKR079C","XI","586789","589305","-",2517,85,50,258,778,604,705,715,478
"YKR080W","XI","590395","591357","+",963,1182,1140,4799,14854,14061,8911,1077,494
"YKR081C","XI","591506","592540","-",1035,16,19,277,695,798,1097,1523,681
"YKR082W","XI","592825","596298","+",3474,413,364,703,1270,1147,1279,1432,1079
"YKR083C","XI","596421","596822","-",402,123,107,121,145,138,119,145,145
"YKR084C","XI","597055","598890","-",1836,565,527,675,738,693,753,891,769
"YKR085C","XI","599094","599681","-",588,340,292,193,200,202,164,195,191
"YKR086W","XI","599857","603072","+",3216,266,226,501,554,447,524,639,501
"YKR087C","XI","603195","604232","-",1038,525,543,302,269,216,214,229,210
"YKR088C","XI","604405","605418","-",1014,396,440,390,314,271,270,298,367
"YKR089C","XI","605633","608365","-",2733,3388,3177,1988,1139,733,618,673,825
"YKR090W","XI","608946","611066","+",2121,218,191,173,307,299,384,532,475
"YKR091W","XI","611525","612265","+",741,364,302,475,531,221,109,85,105
"YKR092C","XI","612665","613885","-",1221,102,114,611,859,576,887,1327,849
"YKR093W","XI","615730","617535","+",1806,1403,1143,6281,2327,196,32,24,242
"YKR094C","XI;XI","617996;618743","618374;618750","-;-",387,99,84,291,997,1410,2291,4805,6348
"YKR095W","XI","619805","625432","+",5628,2293,2105,1928,1595,1337,1573,2037,2307
"YKR095W-A","XI;XI","625864;625977","625901;626205","+;+",267,56,47,48,100,100,120,138,132
"YKR096W","XI","626793","630380","+",3588,2231,1982,1526,857,544,523,490,549
"YKR097W","XI","631152","632801","+",1650,1054,1429,1381,793,322,214,91,23
"YKR098C","XI","633026","635179","-",2154,1471,1291,664,122,100,74,48,87
"YKR099W","XI","635851","638286","+",2436,53,43,298,386,455,608,574,300
"YKR100C","XI","638901","639968","-",1068,678,670,764,557,446,428,518,469
"YKR101W","XI","640540","642504","+",1965,246,215,294,256,233,204,218,200
"YKR102W","XI","646356","649865","+",3510,136,114,58,55,46,50,85,100
"YKR103W","XI","653080","656736","+",3657,178,172,119,91,76,83,137,167
"YKR104W","XI","656836","657756","+",921,85,56,29,27,31,35,54,76
"YKR105C","XI","658716","660464","-",1749,10,12,17,24,9,4,1,3
"YKR106W","XI","661442","663289","+",1848,40,50,43,27,10,20,20,14
"YEL077C","V","264","4097","-",3834,428,387,290,374,448,431,407,404
"YEL076C-A","V;V","4185;4602","4322;5114","-;-",651,4,1,4,7,16,15,16,10
"YEL076C","V","4464","5114","-",651,3,2,3,8,10,11,10,12
"YEL075W-A","V","4870","5481","+",612,16,10,7,5,7,8,6,8
"YEL075C","V","5345","5713","-",369,16,5,9,27,30,20,26,29
"YEL074W","V","6126","6464","+",339,8,5,2,5,1,3,4,4
"YEL073C","V","7230","7553","-",324,95,88,176,304,203,187,144,136
"YEL072W","V","13720","14415","+",696,46,58,261,698,450,91,46,67
"YEL071W","V","16355","17845","+",1491,2120,2564,10599,9641,4703,2432,927,1202
"YEL070W","V","19589","21097","+",1509,225,166,59,8,2,5,2,1
"YEL068C","V","25646","25978","-",333,103,119,160,149,91,65,84,86
"YEL067C","V","26189","26776","-",588,36,38,88,73,28,15,18,27
"YEL066W","V","26667","27206","+",540,253,240,267,211,168,193,216,167
"YEL065W","V","27657","29543","+",1887,1076,998,3334,2884,828,553,1417,2923
"YEL064C","V","29797","31239","-",1443,167,115,146,222,160,141,164,185
"YEL063C","V","31694","33466","-",1773,939,972,2977,2577,1621,1178,1014,807
"YEL062W","V","34407","36254","+",1848,388,343,401,309,220,174,192,189
"YEL061C","V","36535","39537","-",3003,327,337,326,517,711,834,923,1004
"YEL060C","V","40046","41953","-",1908,5383,4058,4068,2435,1179,654,440,506
"YEL059C-A","V","42400","42624","-",225,60,65,84,73,48,37,31,29
"YEL059W","V","42652","42960","+",309,9,8,6,5,4,3,1,1
"YEL058W","V","43252","44925","+",1674,526,515,602,853,902,981,1166,830
"YEL057C","V","45020","45721","-",702,457,467,291,40,15,9,12,15
"YEL056W","V","47168","48373","+",1206,830,755,589,289,277,274,319,387
"YEL055C","V","48471","51539","-",3069,73,73,295,1162,1269,1802,2335,1516
"YEL054C","V","52721","53218","-",498,88,103,472,1537,2042,3269,6140,5997
"YEL053W-A","V","52908","53255","+",348,1,1,3,7,2,3,4,8
"YEL053C","V","53901","56102","-",2202,195,161,216,342,349,397,561,398
"YEL052W","V","56571","58100","+",1530,1518,1376,1031,466,312,295,366,383
"YEL051W","V","58378","59148","+",771,895,935,1183,1339,1236,1413,2012,2193
"YEL050W-A","V","59549","59740","+",192,3,1,3,1,1,1,2,1
"YEL050C","V","59670","60851","-",1182,901,815,601,471,362,343,352,357
"snR67","V","61352","61433","+",82,3,7,18,6,7,8,7,6
"YEL049W","V","63728","64090","+",363,15,9,14,11,6,4,1,2
"YEL048C","V","64709","65167","-",459,10,6,33,63,61,98,76,76
"YEL047C","V","65385","66797","-",1413,404,318,461,383,410,621,959,965
"YEL046C","V","67629","68792","-",1164,155,201,1121,724,648,1004,1444,1326
"YEL045C","V","68840","69265","-",426,0,1,2,1,1,4,8,5
"YEL044W","V","69757","70257","+",501,239,245,257,268,241,224,301,250
"YEL043W","V","70478","73348","+",2871,956,894,940,903,728,677,809,762
"YEL042W","V","73771","75327","+",1557,179,204,377,705,889,1249,1857,1547
"YEL041W","V","75944","77431","+",1488,428,383,316,121,62,34,34,52
"YEL040W","V","78053","79456","+",1404,36,53,2322,5707,4886,6016,6681,4407
"YEL039C","V","79636","79977","-",342,2196,1931,1143,280,52,23,5,32
"YEL038W","V","80462","81145","+",684,403,374,331,196,135,175,138,142
