Compound,Pathways of compound,ChEBI,Molecular-Weight,KEGG,Object ID
4-ALPHA-METHYL-5-ALPHA,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18378'>18378</a>,400.687,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08825'>C08825</a>,4-ALPHA-METHYL-5-ALPHA
CPD-12215,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73346'>73346</a>,192.214,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20465'>C20465</a>,CPD-12215
CPD-15779,PWY-7357,,137.181,,CPD-15779
CPD-1072,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:42438'>42438</a>,150.177,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17883'>C17883</a>,CPD-1072
CPD-10571,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:77615'>77615</a>,292.443,,CPD-10571
CPD-12004,PWY-6348 // PWY-6952-1 // PWY-6392,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75460'>75460</a>,90.122,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20657'>C20657</a>,CPD-12004
4-hydroxybenzoate,PWY-5754 // PWY3O-19 // PWY-7235 // ALL-CHORISMATE-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30763'>30763</a>,137.115,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00156'>C00156</a>,4-hydroxybenzoate
BUTANEDIOL,PWY-6348 // PWY-6952-1 // PWY-5951 // PWY3O-246 // PWY3O-661 // PWY3O-981,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16982'>16982</a>,90.122d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03044'>C03044</a>,BUTANEDIOL
3-HEXAPRENYL-4-HYDROXYBENZOATE,PWY3O-19 // PWY-7235 // ALL-CHORISMATE-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:84492'>84492</a>,545.824,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13425'>C13425</a>,3-HEXAPRENYL-4-HYDROXYBENZOATE
GLYCOL,PWY-6348 // PWY-6952-1 // PWY0-1280,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30742'>30742</a>,62.068,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01380'>C01380</a>,GLYCOL
CPDQT-29,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64,,203.276,,CPDQT-29
CPD-479,PWY3O-64 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-5082,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16723'>16723</a>,147.168,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01180'>C01180</a>,CPD-479
CPDQT-30,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64,,217.302,,CPDQT-30
CPDQT-27,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64,,175.222,,CPDQT-27
NADPH,PWY-6075 // THIOREDOX-PWY // SO4ASSIM-PWY // PWY-821 // PWY-6163 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ARGSYNBSUB-PWY // PWY3O-592 // PWY-4081 // ILEUSYN-PWY // VALSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PANTO-PWY // PWY-922 // PWY-5910 // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // PWY-5768 // PWY-7036 // PWY-7282 // PWY-7269 // PWY-7269-YEAST // PWY-7268 // PWY-7245 // PWY-5458 // GLUTSYNIII-PWY // PWY3O-6407 // PWY-6129 // LYSINE-AMINOAD-PWY // PWY-2201 // PWY-1722 // PWY-6614 // PWY-6612 // FOLSYN-PWY // PWY66-385 // PWY3O-697 // PWY-7411 // PWY-7388 // PWY-7910 // GLUGLNSYN-PWY // PWY-6963 // SPHINGOLIPID-SYN-PWY // PWY-5994 // PWY3O-355 // PWY-5516 // PWY-1801 // PWY-1801-YEAST // PWY-6074 // PROSYN-PWY // ARG-PRO-PWY // HOMOSERSYN-PWY // PWY3O-6 // PWY-5760 // PWY-6536 // PWY-5667 // PWY4FS-8 // PWY-723 // PWY-5670 // ERGOSTEROL-SYN-PWY // PWY-7338 // PWY-7337 // PWY-7307 // PWY-6837 // PWY-5651 // NADSYN-PWY // PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-7233,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57783'>57783</a>,741.394,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a>,NADPH
CPDQT-28,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64,,189.249,,CPDQT-28
NADH,MALATE-ASPARTATE-SHUTTLE-PWY // GLYOXYLATE-BYPASS // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-5084 // PYRUVDEHYD-PWY // PWY-5690 // PWY3O-4108 // PWY-5951 // PWY3O-246 // PWY3O-661 // PWY3O-981 // SERSYN-PWY // SER-GLYSYN-PWY // PWY-7221 // PWY-841 // PWY-7228 // HISTSYN-PWY // GLUGLNSYN-PWY // PWY-6963 // PWY-5194 // LARABITOLUTIL-PWY // LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-7411 // PWY-6118-YEAST // PWY3O-6499 // PWY3O-48 // PWY-5057 // PWY-5078 // PWY3O-4109 // PWY-5076 // PWY3O-4112 // PWY-5081 // PWY-5079 // PWY-5486 // PWY66-21 // PWY-5436 // PWY-5938 // PWY-5458 // PWY-7985 // PWY-1881 // PWY-7686 // GLUCONEO-YEAST-PWY // PWY-7118 // PROUT-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-7291 // PWY-7337 // PWY-7338 // PWY-7339 // PWY-7340 // PWY-4101 // PWY-6168 // GLUTAMATE-DEG1-PWY // PWY-2201 // PWY3O-697 // PWY-6392 // LYSINE-AMINOAD-PWY // PWY-5082 // PWY-5456 // PWY-7798 // ANAPHENOXI-PWY // PWY-7119 // PWY0-1280 // PHENYLALANINE-DEG1-PWY // PWY-5754 // TYRSYN // COMPLETE-ARO-YEAST-PWY // LYSDEGII-PWY // PWY-1801 // PWY-1801-YEAST // PWY-6074 // PROSYN-PWY // ARG-PRO-PWY // HOMOSERSYN-PWY // PWY3O-6 // PWY-5760 // PWY-6536 // PWY-5667 // PWY4FS-8 // PWY-723 // PWY-5670 // ERGOSTEROL-SYN-PWY // PWY-3781-1 // PWY-7269 // PWY-7269-YEAST // PWY-7268 // PWY-7245 // PWY-6938 // PWY-5905,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57945'>57945</a>,663.43,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a>,NADH
PROTON,MALATE-ASPARTATE-SHUTTLE-PWY // GLYCOLYSIS-YEAST-PWY // THIOREDOX-PWY // PWY-5067 // TRESYN-PWY // PWY-5350 // PWY-6898 // PWY-6163 // ARO-PWY // PWY-1801 // PWY-1801-YEAST // PWY-5951 // PWY3O-246 // PWY3O-661 // PWY3O-64 // ASPBIO-PWY // PWY0-662 // PLPSAL-PWY // SERSYN-PWY // SER-GLYSYN-PWY // PWY-6910 // PERIPLASMA-NAD-DEGRADATION // HOMOSER-THRESYN-PWY // PWY-6147 // PWY-5386-1 // GLUTATHIONESYN-PWY // PWY3O-114 // PWY3O-592 // PWY-4081 // PWY66-422 // PWY3O-0 // LARABITOLUTIL-PWY // GLYOXYLATE-BYPASS // HOMOSERSYN-PWY // PWY-5697 // PWY-5694 // PWY-7219 // PWY-7229 // PWY-6619 // PWY-6543 // PWY3O-1874 // PWY-5344 // HSERMETANA-PWY // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // PWY66-423 // LIPASYN-PWY-1 // PWY-7625 // PWY-6364 // PANTO-PWY // PWY3O-6499 // PWY3O-48 // PWY-922 // PWY-5910 // PWY3O-6 // PWY3O-242 // PWY-6825 // PWY3O-224 // PWY66-21 // PWY-5760 // PWY-6536 // PWY-5269 // PWY-5436 // PWY-6351 // PWY-4041 // GLUCONSUPER-PWY // PWY-7184 // PWY-7286 // PWY-7283 // TRIGLSYN-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-7291 // PWY-7292 // PWY-7339 // PWY-7340 // PWY-7366 // PWY-7367 // PWY-7185 // PWY-7177 // PWY-7176 // PWY-7208 // PWY-7381 // PWY3O-96 // PWY-4101 // PWY-6466 // PWY-7221 // PWY-7228 // GLUTSYNIII-PWY // GLNSYN-PWY // GLUTAMATE-DEG1-PWY // ASPARAGINE-BIOSYNTHESIS // PWY-7369 // PWY-7382 // PWY-7386 // PWY-7420 // PWY-7409 // PWY-7416 // PWY-7417 // PWY-7424 // PWY3O-6407 // PWY-6129 // PWY-6829 // LYSINE-AMINOAD-PWY // PWY-5458 // PWY-6909 // PWY-5041 // METHIONINE-DEG1-PWY // PWY-1722 // PWY3O-1743 // PWY-6121 // PWY-6613 // PWY-6614 // PWY-6612 // FOLSYN-PWY // PWY66-385 // PWY-5148 // PWY-6392 // PWY-4984 // ARGSYNBSUB-PWY // PWY-7546 // ANAGLYCOLYSIS-PWY // PWY-5941 // PWY3O-3827 // PWY0-1182 // PWY-621 // PWY-6352 // PWY-5456 // PWY-5277 // PWY-7798 // PWY-7411 // PWY3O-402 // PWY-6689 // PWY-7800 // PWY-7891 // PWY-7921 // PWY-7942 // PWY0-1264 // PWY-7910 // PWY-6012-1 // PWY-5194 // MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS // HISTSYN-PWY // GLUGLNSYN-PWY // PWY-6963 // PWY-5921 // PWY-6938 // LIPAS-PWY // PWY-7119 // PWY-6361 // PWY-6502 // PWY-7511-1 // PWY0-1597 // PWY0-1280 // PHENYLALANINE-DEG1-PWY // PWY-4061 // PWY-6842-1 // PWY-5516 // PWY-723 // PWY-7282 // PWY-5754 // PWY-881 // PWY-7899 // LYSDEGII-PWY // PWY-4621-1 // PWY3O-355 // PWY-5966-1 // PWY-5994 // PWY-7888 // PWY0-522 // PWY-7686 // GLUCONEO-YEAST-PWY // PWY0-501 // PWY-6074 // PWY-7985 // PWY-5703 // ALLANTOINDEG-PWY // PWY0-1507 // PWY-5082 // PWY-7375 // PWY-6075 // PWY-2201 // PWY3O-697 // GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-801 // PWY-6293 // PWY-6610 // PWY0-1296 // PWY3O-2220 // PWY-7194 // PWY-7195 // PWY-7193 // PWY0-163 // PWY-6556 // PWY-7196 // PWY-7210 // PWY3O-743 // PWY3O-1 // PWY-7388 // PWY-5084 // PWY66-429 // PWY-7338 // PWY-7337 // PWY-7307 // PROSYN-PWY // ARG-PRO-PWY // PWY3O-1801 // PWY-7036 // PWY-6369 // PWY-5670 // ERGOSTEROL-SYN-PWY // PWY-6952-1 // PWY-6118-YEAST // PWY-4261-YEAST // PWY-5905 // PWY-5076 // PWY3O-4112 // PWY-5079 // ANAPHENOXI-PWY // PWY-5078 // PWY3O-4109 // PWY-5057 // LEUSYN-PWY // PWY3O-4106 // PWY-5659 // PWY4FS-6 // PWY3O-259 // PWY-3561 // PWY3O-450 // PWY-5081 // PWY3O-4108 // PWY-5189 // PWY3O-50 // VALSYN-PWY // ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-6124 // PWY-841 // PWY-5667 // PWY4FS-8 // PWY-7343 // PWY3O-1565 // PWY0-1305 // TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY // PWY-5651 // PWY3O-123 // UDPNACETYLGALSYN-PWY // PWY-6981 // UDPNAGSYN-YEAST-PWY // PWY-5653 // NADSYN-PWY // PWY3O-4107 // PWY-46 // PYRIMID-RNTSYN-PWY // PWY-7790 // PWY-7851 // PWY-5669 // PHESYN // PWY-6168 // PWY-5938 // PWY-5768 // PWY-7118 // PWY-5486 // PWY3O-440 // PWY3O-981 // PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-7233 // ARGSPECAT-PWY // BSUBPOLYAMSYN-PWY // SPHINGOLIPID-SYN-PWY // PWY-5340 // PWY-6908 // PWY-7356 // PWY-7357 // PWY-7353 // HEME-BIOSYNTHESIS-II // PWY-5920 // SO4ASSIM-PWY // PWY-821 // PWY-7268 // PYRUVDEHYD-PWY // PROUT-PWY // PWY-5690 // PWY-5996 // PWY-3781-1 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // DETOX1-PWY // DETOX1-PWY-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15378'>15378</a>,1.008,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,PROTON
CPDQT-40,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,,276.347,,CPDQT-40
CPDQT-37,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,,234.267,,CPDQT-37
CPDQT-36,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:133501'>133501</a>,220.24,,CPDQT-36
XYLITOL,PWY-6348 // PWY-6952-1 // PWY-5516 // LARABITOLUTIL-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17151'>17151</a>,152.147d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00379'>C00379</a>,XYLITOL
CPD-14133,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64077'>64077</a>,759.41,,CPD-14133
CPDQT-38,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,,248.293,,CPDQT-38
CPDQT-39,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,,262.32,,CPDQT-39
L-ARABITOL,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18403'>18403</a>,152.147,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00532'>C00532</a>,L-ARABITOL
CPD0-2474,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64076'>64076</a>,759.41,,CPD0-2474
SPHINGOSINE,PWY-6348 // PWY-6952-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57756'>57756</a>,300.504,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00319'>C00319</a>,SPHINGOSINE
CPD-14926,PWY-7269 // PWY-7245 // PWY-7269-YEAST,,294.52,,CPD-14926
CPD-8990,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58773'>58773</a>,165.207,,CPD-8990
CPD-8989,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58772'>58772</a>,165.207,,CPD-8989
FRUCTOSE-6P,PWY-5659 // MANNCAT-PWY // PWY3O-123 // PWY3O-1743 // GLUCONEO-YEAST-PWY // NONOXIPENT-PWY // PENTOSE-P-PWY // PWY-621 // PWY-4101 // PWY3O-0 // UDPNACETYLGALSYN-PWY // PWY-6981 // UDPNAGSYN-YEAST-PWY // PWY66-423 // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57634'>57634</a>,258.121,,FRUCTOSE-6P
CPD-12045,PWY-7269 // PWY-7245 // PWY-7269-YEAST,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28772'>28772</a>,150.131,,CPD-12045
CPD-12046,PWY-7269 // PWY-7245 // PWY-7269-YEAST,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28272'>28272</a>,150.131,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20569'>C20569</a>,CPD-12046
CPD-21258,PWY-7269 // PWY-7245 // PWY-7269-YEAST,,150.131,,CPD-21258
PENTOSE-RING,,,150.131d0,,PENTOSE-RING
3-OH-BENZALDEHYDE,PWY-7269 // PWY-7245 // PWY-7269-YEAST,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16207'>16207</a>,122.123d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03067'>C03067</a>,3-OH-BENZALDEHYDE
PURINE-RING,,,120.113d0,,PURINE-RING
PHENANTHRENE-RING,,,178.233d0,,PHENANTHRENE-RING
CPD-12403,PWY-4061 // PWY-6842-1,,365.505,,CPD-12403
CPD-18278,PWY-7269 // PWY-7245 // PWY-7269-YEAST,,136.15,,CPD-18278
ADENINE-RING,,,135.128,,ADENINE-RING
PYRIDINE-RING,,,79.101d0,,PYRIDINE-RING
CPD-12394,PWY-4061 // PWY-6842-1,,323.425,,CPD-12394
PTERIDINE-RING,,,132.124d0,,PTERIDINE-RING
PORPHYRIN-RING,,,308.342d0,,PORPHYRIN-RING
NUKED-PENTOSE-RING,,,134.132d0,,NUKED-PENTOSE-RING
CPD-12406,PWY-4061 // PWY-6842-1,,379.532,,CPD-12406
STERONE-RING,,,232.408d0,,STERONE-RING
TRIMETHYLSULFONIUM,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17434'>17434</a>,77.164d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01008'>C01008</a>,TRIMETHYLSULFONIUM
OXALYL-COA,PWY-7985,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57388'>57388</a>,834.515,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00313'>C00313</a>,OXALYL-COA
CPD-12397,PWY-4061 // PWY-6842-1,,337.451,,CPD-12397
SUC-COA,PWY-5690 // PWY-5084 // PWY-5189 // PWY-5920 // PWY3O-50,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57292'>57292</a>,862.568,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a>,SUC-COA
CPD-16013,ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-801 // PWY-821 // PWY-6293,,100.097,,CPD-16013
CPD-18380,PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,,616.814,,CPD-18380
CPD-12400,PWY-4061 // PWY-6842-1,,351.478,,CPD-12400
OH-CROTONYL-COA,,,847.577,,OH-CROTONYL-COA
MALONYL-COA,PWY0-1264 // PWY3O-355 // PWY-5966-1 // PWY-5994 // PWY66-429 // PWY-7036,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57384'>57384</a>,848.541,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00083'>C00083</a>,MALONYL-COA
CPD-18350,PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,,644.867,,CPD-18350
CPD-12391,PWY-4061 // PWY-6842-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:136825'>136825</a>,309.398,,CPD-12391
CPD-18279,PWY-7269 // PWY-7245 // PWY-7269-YEAST,,136.15,,CPD-18279
LINOLENOYL-COA,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:51985'>51985</a>,1023.921,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16162'>C16162</a>,LINOLENOYL-COA
ISOVALERYL-COA,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57345'>57345</a>,847.62,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02939'>C02939</a>,ISOVALERYL-COA
CPD-21345,PWY-4061 // PWY-6842-1,,264.339,,CPD-21345
CPD-1002,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27628'>27628</a>,150.22d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?c06576'>c06576</a>,CPD-1002
ISOBUTYRYL-COA,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57338'>57338</a>,833.593,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00630'>C00630</a>,ISOBUTYRYL-COA
FORMYL-COA,PWY-7985,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57376'>57376</a>,791.513,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00798'>C00798</a>,FORMYL-COA
CPD-21166,PWY-4061 // PWY-6842-1,,368.407,,CPD-21166
DEPHOSPHO-COA,PWY-7851,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57328'>57328</a>,685.538,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00882'>C00882</a>,DEPHOSPHO-COA
CPD0-1162,PWY-7291 // PWY-7292,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:87701'>87701</a>,969.83,,CPD0-1162
CPD-21498,PWY-5754,,927.663,,CPD-21498
CPD-21134,PWY-4061 // PWY-6842-1,,278.366,,CPD-21134
CPD-21420,,,918.632,,CPD-21420
PROTOHEME,PWY-7856 // HEME-BIOSYNTHESIS-II // PWY-5920,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17627'>17627</a>,614.482,,PROTOHEME
THYMINE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17821'>17821</a>,126.115,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00178'>C00178</a>,THYMINE
CPD-20052,PWY-4061 // PWY-6842-1,,327.354,,CPD-20052
CPD-21419,,,960.669,,CPD-21419
CPD-21416,,,946.686,,CPD-21416
CPD-1302,PWY3O-697 // PWY-2201 // HSERMETANA-PWY // PWY-5041,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58207'>58207</a>,713.66,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04489'>C04489</a>,CPD-1302
CPD-12388,PWY-4061 // PWY-6842-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:136831'>136831</a>,350.392,,CPD-12388
CPD-21411,,,957.732,,CPD-21411
CPD-21415,,,988.723,,CPD-21415
METHYLENE-THF,GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-2161 // GLYSYN-PWY // SER-GLYSYN-PWY // PWY3O-230 // PWY-7891 // PANTO-PWY // PWY-2201 // PWY-1722 // PWY-7210 // PWY-7184 // PWY66-385 // PWY3O-697,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15636'>15636</a>,455.429,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00143'>C00143</a>,METHYLENE-THF
CPD-12385,PWY-4061 // PWY-6842-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:136830'>136830</a>,311.355,,CPD-12385
TAURINE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:507393'>507393</a>,125.142,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00245'>C00245</a>,TAURINE
CPD-201,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57356'>57356</a>,883.61,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02949'>C02949</a>,CPD-201
CPD-10261,YEAST-FAO-PWY // PWY-7288 // PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76374'>76374</a>,1045.968,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16217'>C16217</a>,CPD-10261
CPD-19601,,,884.436,,CPD-19601
CPD-15366,,,1072.006,,CPD-15366
CPD-15367,,,1069.99,,CPD-15367
CPD-14275,YEAST-FAO-PWY // PWY-7288 // PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY // PWY-7036,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76373'>76373</a>,1074.021,,CPD-14275
CPD-12402,PWY-4061 // PWY-6842-1,,493.612,,CPD-12402
CPD-15363,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74069'>74069</a>,1056.006,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16530'>C16530</a>,CPD-15363
CPD-15365,,,1041.936,,CPD-15365
CPD-17402,YEAST-FAO-PWY // PWY-7288 // PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,,1085.989,,CPD-17402
CPD-12393,PWY-4061 // PWY-6842-1,,451.532,,CPD-12393
CPD-14080,,,346.336,,CPD-14080
CPD-14422,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74054'>74054</a>,1065.958,,CPD-14422
CPD-14419,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76455'>76455</a>,1067.974,,CPD-14419
CPD-12405,PWY-4061 // PWY-6842-1,,507.639,,CPD-12405
CPD-14394,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74265'>74265</a>,1049.959,,CPD-14394
CPD-14407,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74264'>74264</a>,1051.975,,CPD-14407
CPDQT-520,PWY4FS-8 // PWY-5269,,825.972,,CPDQT-520
CPD-12396,PWY-4061 // PWY-6842-1,,465.559,,CPD-12396
EDTA,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64755'>64755</a>,290.229,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00284'>C00284</a>,EDTA
CPD-14392,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71489'>71489</a>,1021.905,,CPD-14392
CPD-11529,,,955.76,,CPD-11529
CPD-12399,PWY-4061 // PWY-6842-1,,479.585,,CPD-12399
CPD-21178,,,222.692,,CPD-21178
CPD-11528,,,997.797,,CPD-11528
CPD-11526,,,981.797,,CPD-11526
CPD-12390,PWY-4061 // PWY-6842-1,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:136061'>136061</a>,437.505,,CPD-12390
CPD-21169,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-4061 // PWY-6842-1,,309.77,,CPD-21169
CPD-11525,,,983.813,,CPD-11525
CPD-10660,PWY-7269 // PWY-7245 // PWY-7269-YEAST,,140.569,,CPD-10660
CPD-11524,,,1025.85,,CPD-11524
CPD-10659,PWY-6348 // PWY-6952-1,,142.585,,CPD-10659
CPD-11522,,,1009.851,,CPD-11522
CPD-19733,,,190.54,,CPD-19733
CPD-11521,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:138431'>138431</a>,1011.867,,CPD-11521
CPD-10637,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31074'>31074</a>,224.985,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12835'>C12835</a>,CPD-10637
