"Compound"	"Pathways of compound"	"ChEBI"	"Molecular-Weight"	"Common-Name"	"KEGG"	"Object ID"
44-DIMETHYL-CHOLESTA-814-24-TRIENOL	PWY-6074 // ERGOSTEROL-SYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17813'>17813</a>"	410.682	"4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11455'>C11455</a>"	"44-DIMETHYL-CHOLESTA-814-24-TRIENOL"
44-DIMETHYL-824-CHOLESTADIENOL	PWY-6074 // ERGOSTEROL-SYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18364'>18364</a>"	412.698	"14-demethyllanosterol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05108'>C05108</a>"	"44-DIMETHYL-824-CHOLESTADIENOL"
CPD3O-4151	PWY3O-4108	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1879'>1879</a>"	138.166	"4-tyrosol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06044'>C06044</a>"	"CPD3O-4151"
CPD-21128	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:137674'>137674</a>"	124.2	"benzyl thiol"		"CPD-21128"
3-Methyl-Adenines	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:38635'>38635</a>"	149.155	"3-methyladenine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00913'>C00913</a>"	"3-Methyl-Adenines"
4-METHYL-824-CHOLESTADIENOL	PWY-6074 // ERGOSTEROL-SYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1949'>1949</a>"	398.671	"4&alpha;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05103'>C05103</a>"	"4-METHYL-824-CHOLESTADIENOL"
CPD-15233	""		218.05	"brocresine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D03158'>D03158</a>"	"CPD-15233"
4-ALPHA-METHYL-5-ALPHA	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18378'>18378</a>"	400.687	"4&alpha;-methyl-5&alpha;-cholest-7-en-3&beta;-ol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08825'>C08825</a>"	"4-ALPHA-METHYL-5-ALPHA"
CPD-12215	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73346'>73346</a>"	192.214	"coumaryl acetate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20465'>C20465</a>"	"CPD-12215"
CPD-15779	PWY-7357		137.181	"2-(2-methylpyridin-3-yl)ethanol"		"CPD-15779"
CPD-1072	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:42438'>42438</a>"	150.177	"4-vinylguaiacol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17883'>C17883</a>"	"CPD-1072"
CPD-10571	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:77615'>77615</a>"	292.443	"terbinafine"		"CPD-10571"
CPD-12004	PWY-6348 // PWY-6952-1 // PWY-6392	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75460'>75460</a>"	90.122	"(R,S)-2,3-butanediol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20657'>C20657</a>"	"CPD-12004"
4-hydroxybenzoate	PWY-5754 // PWY3O-19 // PWY-7235 // ALL-CHORISMATE-YEAST-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30763'>30763</a>"	137.115	"4-hydroxybenzoate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00156'>C00156</a>"	"4-hydroxybenzoate"
BUTANEDIOL	PWY-6348 // PWY-6952-1 // PWY-5951 // PWY3O-246 // PWY3O-661 // PWY3O-981	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16982'>16982</a>"	90.122d0	"(R,R)-2,3-butanediol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03044'>C03044</a>"	"BUTANEDIOL"
3-HEXAPRENYL-4-HYDROXYBENZOATE	PWY3O-19 // PWY-7235 // ALL-CHORISMATE-YEAST-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:84492'>84492</a>"	545.824	"3-hexaprenyl-4-hydroxybenzoate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13425'>C13425</a>"	"3-HEXAPRENYL-4-HYDROXYBENZOATE"
GLYCOL	PWY-6348 // PWY-6952-1 // PWY0-1280	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30742'>30742</a>"	62.068	"ethylene glycol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01380'>C01380</a>"	"GLYCOL"
CPDQT-29	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64		203.276	"8-(methylsulfanyl)-2-oxooctanoate"		"CPDQT-29"
CPD-479	PWY3O-64 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-5082	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16723'>16723</a>"	147.168	"4-(methylsulfanyl)-2-oxobutanoate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01180'>C01180</a>"	"CPD-479"
CPDQT-30	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64		217.302	"9-(methylsulfanyl)-2-oxononanoate"		"CPDQT-30"
CPDQT-27	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64		175.222	"6-(methylsulfanyl)-2-oxohexanoate"		"CPDQT-27"
NADPH	PWY-6075 // THIOREDOX-PWY // SO4ASSIM-PWY // PWY-821 // PWY-6163 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ARGSYNBSUB-PWY // PWY3O-592 // PWY-4081 // ILEUSYN-PWY // VALSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PANTO-PWY // PWY-922 // PWY-5910 // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // PWY-5768 // PWY-7036 // PWY-7282 // PWY-7269 // PWY-7269-YEAST // PWY-7268 // PWY-7245 // PWY-5458 // GLUTSYNIII-PWY // PWY3O-6407 // PWY-6129 // LYSINE-AMINOAD-PWY // PWY-2201 // PWY-1722 // PWY-6614 // PWY-6612 // FOLSYN-PWY // PWY66-385 // PWY3O-697 // PWY-7411 // PWY-7388 // PWY-7910 // GLUGLNSYN-PWY // PWY-6963 // SPHINGOLIPID-SYN-PWY // PWY-5994 // PWY3O-355 // PWY-5516 // PWY-1801 // PWY-1801-YEAST // PWY-6074 // PROSYN-PWY // ARG-PRO-PWY // HOMOSERSYN-PWY // PWY3O-6 // PWY-5760 // PWY-6536 // PWY-5667 // PWY4FS-8 // PWY-723 // PWY-5670 // ERGOSTEROL-SYN-PWY // PWY-7338 // PWY-7337 // PWY-7307 // PWY-6837 // PWY-5651 // NADSYN-PWY // PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-7233	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57783'>57783</a>"	741.394	"NADPH"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a>"	"NADPH"
CPDQT-28	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64		189.249	"7-(methylsulfanyl)-2-oxoheptanoate"		"CPDQT-28"
NADH	MALATE-ASPARTATE-SHUTTLE-PWY // GLYOXYLATE-BYPASS // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-5084 // PYRUVDEHYD-PWY // PWY-5690 // PWY3O-4108 // PWY-5951 // PWY3O-246 // PWY3O-661 // PWY3O-981 // SERSYN-PWY // SER-GLYSYN-PWY // PWY-7221 // PWY-841 // PWY-7228 // HISTSYN-PWY // GLUGLNSYN-PWY // PWY-6963 // PWY-5194 // LARABITOLUTIL-PWY // LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-7411 // PWY-6118-YEAST // PWY3O-6499 // PWY3O-48 // PWY-5057 // PWY-5078 // PWY3O-4109 // PWY-5076 // PWY3O-4112 // PWY-5081 // PWY-5079 // PWY-5486 // PWY66-21 // PWY-5436 // PWY-5938 // PWY-5458 // PWY-7985 // PWY-1881 // PWY-7686 // GLUCONEO-YEAST-PWY // PWY-7118 // PROUT-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-7291 // PWY-7337 // PWY-7338 // PWY-7339 // PWY-7340 // PWY-4101 // PWY-6168 // GLUTAMATE-DEG1-PWY // PWY-2201 // PWY3O-697 // PWY-6392 // LYSINE-AMINOAD-PWY // PWY-5082 // PWY-5456 // PWY-7798 // ANAPHENOXI-PWY // PWY-7119 // PWY0-1280 // PHENYLALANINE-DEG1-PWY // PWY-5754 // TYRSYN // COMPLETE-ARO-YEAST-PWY // LYSDEGII-PWY // PWY-1801 // PWY-1801-YEAST // PWY-6074 // PROSYN-PWY // ARG-PRO-PWY // HOMOSERSYN-PWY // PWY3O-6 // PWY-5760 // PWY-6536 // PWY-5667 // PWY4FS-8 // PWY-723 // PWY-5670 // ERGOSTEROL-SYN-PWY // PWY-3781-1 // PWY-7269 // PWY-7269-YEAST // PWY-7268 // PWY-7245 // PWY-6938 // PWY-5905	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57945'>57945</a>"	663.43	"NADH"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a>"	"NADH"
PROTON	MALATE-ASPARTATE-SHUTTLE-PWY // GLYCOLYSIS-YEAST-PWY // THIOREDOX-PWY // PWY-5067 // TRESYN-PWY // PWY-5350 // PWY-6898 // PWY-6163 // ARO-PWY // PWY-1801 // PWY-1801-YEAST // PWY-5951 // PWY3O-246 // PWY3O-661 // PWY3O-64 // ASPBIO-PWY // PWY0-662 // PLPSAL-PWY // SERSYN-PWY // SER-GLYSYN-PWY // PWY-6910 // PERIPLASMA-NAD-DEGRADATION // HOMOSER-THRESYN-PWY // PWY-6147 // PWY-5386-1 // GLUTATHIONESYN-PWY // PWY3O-114 // PWY3O-592 // PWY-4081 // PWY66-422 // PWY3O-0 // LARABITOLUTIL-PWY // GLYOXYLATE-BYPASS // HOMOSERSYN-PWY // PWY-5697 // PWY-5694 // PWY-7219 // PWY-7229 // PWY-6619 // PWY-6543 // PWY3O-1874 // PWY-5344 // HSERMETANA-PWY // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // PWY66-423 // LIPASYN-PWY-1 // PWY-7625 // PWY-6364 // PANTO-PWY // PWY3O-6499 // PWY3O-48 // PWY-922 // PWY-5910 // PWY3O-6 // PWY3O-242 // PWY-6825 // PWY3O-224 // PWY66-21 // PWY-5760 // PWY-6536 // PWY-5269 // PWY-5436 // PWY-6351 // PWY-4041 // GLUCONSUPER-PWY // PWY-7184 // PWY-7286 // PWY-7283 // TRIGLSYN-PWY // YEAST-FAO-PWY // PWY-7288 // PWY-7291 // PWY-7292 // PWY-7339 // PWY-7340 // PWY-7366 // PWY-7367 // PWY-7185 // PWY-7177 // PWY-7176 // PWY-7208 // PWY-7381 // PWY3O-96 // PWY-4101 // PWY-6466 // PWY-7221 // PWY-7228 // GLUTSYNIII-PWY // GLNSYN-PWY // GLUTAMATE-DEG1-PWY // ASPARAGINE-BIOSYNTHESIS // PWY-7369 // PWY-7382 // PWY-7386 // PWY-7420 // PWY-7409 // PWY-7416 // PWY-7417 // PWY-7424 // PWY3O-6407 // PWY-6129 // PWY-6829 // LYSINE-AMINOAD-PWY // PWY-5458 // PWY-6909 // PWY-5041 // METHIONINE-DEG1-PWY // PWY-1722 // PWY3O-1743 // PWY-6121 // PWY-6613 // PWY-6614 // PWY-6612 // FOLSYN-PWY // PWY66-385 // PWY-5148 // PWY-6392 // PWY-4984 // ARGSYNBSUB-PWY // PWY-7546 // ANAGLYCOLYSIS-PWY // PWY-5941 // PWY3O-3827 // PWY0-1182 // PWY-621 // PWY-6352 // PWY-5456 // PWY-5277 // PWY-7798 // PWY-7411 // PWY3O-402 // PWY-6689 // PWY-7800 // PWY-7891 // PWY-7921 // PWY-7942 // PWY0-1264 // PWY-7910 // PWY-6012-1 // PWY-5194 // MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS // HISTSYN-PWY // GLUGLNSYN-PWY // PWY-6963 // PWY-5921 // PWY-6938 // LIPAS-PWY // PWY-7119 // PWY-6361 // PWY-6502 // PWY-7511-1 // PWY0-1597 // PWY0-1280 // PHENYLALANINE-DEG1-PWY // PWY-4061 // PWY-6842-1 // PWY-5516 // PWY-723 // PWY-7282 // PWY-5754 // PWY-881 // PWY-7899 // LYSDEGII-PWY // PWY-4621-1 // PWY3O-355 // PWY-5966-1 // PWY-5994 // PWY-7888 // PWY0-522 // PWY-7686 // GLUCONEO-YEAST-PWY // PWY0-501 // PWY-6074 // PWY-7985 // PWY-5703 // ALLANTOINDEG-PWY // PWY0-1507 // PWY-5082 // PWY-7375 // PWY-6075 // PWY-2201 // PWY3O-697 // GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-801 // PWY-6293 // PWY-6610 // PWY0-1296 // PWY3O-2220 // PWY-7194 // PWY-7195 // PWY-7193 // PWY0-163 // PWY-6556 // PWY-7196 // PWY-7210 // PWY3O-743 // PWY3O-1 // PWY-7388 // PWY-5084 // PWY66-429 // PWY-7338 // PWY-7337 // PWY-7307 // PROSYN-PWY // ARG-PRO-PWY // PWY3O-1801 // PWY-7036 // PWY-6369 // PWY-5670 // ERGOSTEROL-SYN-PWY // PWY-6952-1 // PWY-6118-YEAST // PWY-4261-YEAST // PWY-5905 // PWY-5076 // PWY3O-4112 // PWY-5079 // ANAPHENOXI-PWY // PWY-5078 // PWY3O-4109 // PWY-5057 // LEUSYN-PWY // PWY3O-4106 // PWY-5659 // PWY4FS-6 // PWY3O-259 // PWY-3561 // PWY3O-450 // PWY-5081 // PWY3O-4108 // PWY-5189 // PWY3O-50 // VALSYN-PWY // ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-6124 // PWY-841 // PWY-5667 // PWY4FS-8 // PWY-7343 // PWY3O-1565 // PWY0-1305 // TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY // PWY-5651 // PWY3O-123 // UDPNACETYLGALSYN-PWY // PWY-6981 // UDPNAGSYN-YEAST-PWY // PWY-5653 // NADSYN-PWY // PWY3O-4107 // PWY-46 // PYRIMID-RNTSYN-PWY // PWY-7790 // PWY-7851 // PWY-5669 // PHESYN // PWY-6168 // PWY-5938 // PWY-5768 // PWY-7118 // PWY-5486 // PWY3O-440 // PWY3O-981 // PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-7233 // ARGSPECAT-PWY // BSUBPOLYAMSYN-PWY // SPHINGOLIPID-SYN-PWY // PWY-5340 // PWY-6908 // PWY-7356 // PWY-7357 // PWY-7353 // HEME-BIOSYNTHESIS-II // PWY-5920 // SO4ASSIM-PWY // PWY-821 // PWY-7268 // PYRUVDEHYD-PWY // PROUT-PWY // PWY-5690 // PWY-5996 // PWY-3781-1 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // DETOX1-PWY // DETOX1-PWY-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15378'>15378</a>"	1.008	"H<SUP>+</SUP>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>"	"PROTON"
CPDQT-40	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367		276.347	"3-[(7'-methylsulfanyl)heptyl]malate"		"CPDQT-40"
CPDQT-37	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367		234.267	"3-[(4'-methylsulfanyl)butyl]malate"		"CPDQT-37"
CPDQT-36	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:133501'>133501</a>"	220.24	"3-[(3'-methylsulfanyl)propyl]malate"		"CPDQT-36"
XYLITOL	PWY-6348 // PWY-6952-1 // PWY-5516 // LARABITOLUTIL-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17151'>17151</a>"	152.147d0	"xylitol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00379'>C00379</a>"	"XYLITOL"
CPD-14133	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64077'>64077</a>"	759.41	"(<i>R</i>)-NADPHX"		"CPD-14133"
CPDQT-38	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367		248.293	"3-[(5'-methylsulfanyl)pentyl]malate"		"CPDQT-38"
CPDQT-39	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367		262.32	"3-[(6'-methylsulfanyl)hexyl]malate"		"CPDQT-39"
L-ARABITOL	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18403'>18403</a>"	152.147	"L-arabinitol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00532'>C00532</a>"	"L-ARABITOL"
CPD0-2474	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64076'>64076</a>"	759.41	"(<i>S</i>)-NADPHX"		"CPD0-2474"
SPHINGOSINE	PWY-6348 // PWY-6952-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57756'>57756</a>"	300.504	"sphingosine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00319'>C00319</a>"	"SPHINGOSINE"
CPD-14926	PWY-7269 // PWY-7245 // PWY-7269-YEAST		294.52	"phytenal"		"CPD-14926"
CPD-8990	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58773'>58773</a>"	165.207	"L-methionine-(<i>R</i>)-<i>S</i>-oxide"		"CPD-8990"
CPD-8989	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58772'>58772</a>"	165.207	"L-methionine-(<i>S</i>)-<i>S</i>-oxide"		"CPD-8989"
FRUCTOSE-6P	PWY-5659 // MANNCAT-PWY // PWY3O-123 // PWY3O-1743 // GLUCONEO-YEAST-PWY // NONOXIPENT-PWY // PENTOSE-P-PWY // PWY-621 // PWY-4101 // PWY3O-0 // UDPNACETYLGALSYN-PWY // PWY-6981 // UDPNAGSYN-YEAST-PWY // PWY66-423 // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57634'>57634</a>"	258.121	"&beta;-D-fructofuranose 6-phosphate"		"FRUCTOSE-6P"
CPD-12045	PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28772'>28772</a>"	150.131	"&alpha;-L-arabinofuranose"		"CPD-12045"
CPD-12046	PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28272'>28272</a>"	150.131	"&beta;-L-arabinofuranose"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20569'>C20569</a>"	"CPD-12046"
CPD-21258	PWY-7269 // PWY-7245 // PWY-7269-YEAST		150.131	"&alpha;-L-xylopyranose"		"CPD-21258"
PENTOSE-RING	""		150.131d0	"pentose-ring"		"PENTOSE-RING"
3-OH-BENZALDEHYDE	PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16207'>16207</a>"	122.123d0	"3-hydroxybenzaldehyde"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03067'>C03067</a>"	"3-OH-BENZALDEHYDE"
PURINE-RING	""		120.113d0	"purine-ring"		"PURINE-RING"
PHENANTHRENE-RING	""		178.233d0	"phenanthrene-ring"		"PHENANTHRENE-RING"
CPD-12403	PWY-4061 // PWY-6842-1		365.505	"(<i>E</i>)-1-(L-cysteinylglycin-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)octan-1-imine"		"CPD-12403"
CPD-18278	PWY-7269 // PWY-7245 // PWY-7269-YEAST		136.15	"3-hydroxy-4-methylbenzaldehyde"		"CPD-18278"
ADENINE-RING	""		135.128	"adenine-ring"		"ADENINE-RING"
PYRIDINE-RING	""		79.101d0	"pyridine-ring"		"PYRIDINE-RING"
CPD-12394	PWY-4061 // PWY-6842-1		323.425	"(<i>E</i>)-1-(L-cysteinylglycin-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)pentan-1-imine"		"CPD-12394"
PTERIDINE-RING	""		132.124d0	"pteridine-ring"		"PTERIDINE-RING"
PORPHYRIN-RING	""		308.342d0	"porphyrin-ring"		"PORPHYRIN-RING"
NUKED-PENTOSE-RING	""		134.132d0	"nt-pentose-ring"		"NUKED-PENTOSE-RING"
CPD-12406	PWY-4061 // PWY-6842-1		379.532	"(<i>E</i>)-1-(L-cysteinylglycin-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)nonan-1-imine"		"CPD-12406"
STERONE-RING	""		232.408d0	"sterone-ring"		"STERONE-RING"
TRIMETHYLSULFONIUM	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17434'>17434</a>"	77.164d0	"trimethyl sulfonium"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01008'>C01008</a>"	"TRIMETHYLSULFONIUM"
OXALYL-COA	PWY-7985	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57388'>57388</a>"	834.515	"oxalyl-CoA"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00313'>C00313</a>"	"OXALYL-COA"
CPD-12397	PWY-4061 // PWY-6842-1		337.451	"(<i>E</i>)-1-(L-cysteinylglycin-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)hexan-1-imine"		"CPD-12397"
SUC-COA	PWY-5690 // PWY-5084 // PWY-5189 // PWY-5920 // PWY3O-50	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57292'>57292</a>"	862.568	"succinyl-CoA"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a>"	"SUC-COA"
CPD-16013	ILEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-801 // PWY-821 // PWY-6293		100.097	"2-iminobutanoate"		"CPD-16013"
CPD-18380	PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY		616.814	"1-myristoyl-2-palmitoleoyl-<i>sn</i>-glycerol 3-phosphate"		"CPD-18380"
CPD-12400	PWY-4061 // PWY-6842-1		351.478	"(<i>E</i>)-1-(L-cysteinylglycin-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)heptan-1-imine"		"CPD-12400"
OH-CROTONYL-COA	""		847.577	"4-hydroxycrotonyl-CoA"		"OH-CROTONYL-COA"
MALONYL-COA	PWY0-1264 // PWY3O-355 // PWY-5966-1 // PWY-5994 // PWY66-429 // PWY-7036	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57384'>57384</a>"	848.541	"malonyl-CoA"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00083'>C00083</a>"	"MALONYL-COA"
CPD-18350	PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY		644.867	"1-palmitoyl-2-palmitoleoyl-<i>sn</i>-glycerol 3-phosphate"		"CPD-18350"
CPD-12391	PWY-4061 // PWY-6842-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:136825'>136825</a>"	309.398	"(<i>E</i>)-1-(L-cysteinylglycin-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)butan-1-imine"		"CPD-12391"
CPD-18279	PWY-7269 // PWY-7245 // PWY-7269-YEAST		136.15	"3-hydroxy-5-methylbenzaldehyde"		"CPD-18279"
LINOLENOYL-COA	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:51985'>51985</a>"	1023.921	"&alpha;-linolenoyl-CoA"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16162'>C16162</a>"	"LINOLENOYL-COA"
ISOVALERYL-COA	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57345'>57345</a>"	847.62	"isovaleryl-CoA"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02939'>C02939</a>"	"ISOVALERYL-COA"
CPD-21345	PWY-4061 // PWY-6842-1		264.339	"<i>S</i>-(3-methylbutan-3-yl)-L-cysteinylglycine"		"CPD-21345"
CPD-1002	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27628'>27628</a>"	150.22d0	"4-isopropylbenzyl alcohol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?c06576'>c06576</a>"	"CPD-1002"
ISOBUTYRYL-COA	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57338'>57338</a>"	833.593	"isobutanoyl-CoA"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00630'>C00630</a>"	"ISOBUTYRYL-COA"
FORMYL-COA	PWY-7985	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57376'>57376</a>"	791.513	"formyl-CoA"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00798'>C00798</a>"	"FORMYL-COA"
CPD-21166	PWY-4061 // PWY-6842-1		368.407	"<i>S</i>-bimane-L-cysteinylglycine"		"CPD-21166"
DEPHOSPHO-COA	PWY-7851	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57328'>57328</a>"	685.538	"3'-dephospho-CoA"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00882'>C00882</a>"	"DEPHOSPHO-COA"
CPD0-1162	PWY-7291 // PWY-7292	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:87701'>87701</a>"	969.83	"(2E,5Z)-tetradecenoyl-CoA"		"CPD0-1162"
CPD-21498	PWY-5754		927.663	"(<i>R</i>)-3-(4-hydroxyphenyl)lactoyl-CoA"		"CPD-21498"
CPD-21134	PWY-4061 // PWY-6842-1		278.366	"<i>S</i>-(1-hydroxyhexan-3-yl)-L-cysteinylglycine"		"CPD-21134"
CPD-21420	""		918.632	"5-carboxy-2-methyl-3-oxopentanoyl-CoA"		"CPD-21420"
